Hugo_Symbol,project_id,altered,total,Missense_Mutation,Frame_Shift_Del,Nonsense_Mutation,Splice_Site,In_Frame_Del,Frame_Shift_Ins,Translation_Start_Site,Nonstop_Mutation,In_Frame_Ins,log_difference
SMG1,BRCA,27,32,15,4,6,1,0,1,0,0,0,3.94927941946691
WDR87,BRCA,19,25,15,2,2,0,0,0,0,0,0,3.94175299151841
DYNC1H1,BRCA,32,36,26,1,1,3,0,1,0,0,0,3.93357100664979
MED13,BRCA,18,24,14,0,2,1,1,0,0,0,0,3.92591863888859
NF1,BRCA,41,43,14,5,11,7,0,4,0,0,0,3.9199949655167
RELN,BRCA,36,39,31,0,3,2,0,0,0,0,0,3.91182773869791
WDFY4,BRCA,25,30,22,2,1,0,0,0,0,0,0,3.90971584562578
SCN9A,BRCA,16,22,12,2,0,2,0,0,0,0,0,3.8956683480773
ASH1L,BRCA,30,34,20,4,3,2,1,0,0,0,0,3.89185216508317
DNAH5,BRCA,30,34,24,1,3,2,0,0,0,0,0,3.89185216508317
VPS13B,BRCA,30,34,26,2,2,0,0,0,0,0,0,3.89185216508317
MYO3A,BRCA,15,21,11,0,0,2,1,1,0,0,0,3.88162421113569
TMEM131,BRCA,15,21,11,2,1,0,1,0,0,0,0,3.88162421113569
MAP2K4,BRCA,43,44,15,7,9,8,0,4,0,0,0,3.87219404400938
F8,BRCA,29,33,20,3,4,0,0,2,0,0,0,3.87032805499487
DNAH9,BRCA,34,37,29,1,2,1,0,1,0,0,0,3.86905524338554
C5orf42,BRCA,23,28,20,1,1,0,1,0,0,0,0,3.86893509781489
GOLGB1,BRCA,23,28,19,0,4,0,0,0,0,0,0,3.86893509781489
URGCP,BRCA,7,13,5,0,2,0,0,0,0,0,0,3.86182000597684
STAB1,BRCA,13,19,8,2,1,2,0,0,0,0,0,3.85708378943769
HIVEP1,BRCA,22,27,16,1,4,1,0,0,0,0,0,3.84810653773123
JMJD1C,BRCA,21,26,14,1,5,0,0,1,0,0,0,3.82700494225315
WNK3,BRCA,21,26,15,2,4,0,0,0,0,0,0,3.82700494225315
YLPM1,BRCA,21,26,15,1,3,0,0,2,0,0,0,3.82700494225315
PDE4DIP,BRCA,27,31,24,1,2,0,0,0,0,0,0,3.82586443760857
BSN,BRCA,20,25,16,1,3,0,0,0,0,0,0,3.80565304715428
KDM5B,BRCA,20,25,16,2,2,0,0,0,0,0,0,3.80565304715428
ATM,BRCA,26,30,15,3,5,2,0,1,0,0,0,3.80288869154346
PAPPA2,BRCA,26,30,23,1,0,2,0,0,0,0,0,3.80288869154346
TCHH,BRCA,26,30,22,2,1,0,1,0,0,0,0,3.80288869154346
DOCK10,BRCA,19,24,15,3,0,0,0,1,0,0,0,3.78408287185767
ITPR1,BRCA,19,24,15,3,1,0,0,0,0,0,0,3.78408287185767
SETX,BRCA,19,24,16,0,1,1,1,0,0,0,0,3.78408287185767
UNC13C,BRCA,25,29,17,2,3,0,2,1,0,0,0,3.77939198410492
CUBN,BRCA,30,33,26,3,1,0,0,0,0,0,0,3.77738592493366
ERBB2,BRCA,30,33,27,2,0,0,1,0,0,0,0,3.77738592493366
HERC2,BRCA,30,33,25,3,1,0,1,0,0,0,0,3.77738592493366
LAMA1,BRCA,30,33,27,1,1,0,1,0,0,0,0,3.77738592493366
DIDO1,BRCA,18,23,15,1,1,1,0,0,0,0,0,3.76233869560156
ALMS1,BRCA,24,28,22,0,2,0,0,0,0,0,0,3.7553551290129
ZNF292,BRCA,24,28,16,4,4,0,0,0,0,0,0,3.7553551290129
BRCA2,BRCA,29,32,17,7,2,1,2,0,0,0,0,3.75304538666169
DYNC2H1,BRCA,29,32,22,1,3,1,0,2,0,0,0,3.75304538666169
TENM1,BRCA,29,32,26,1,2,0,0,0,0,0,0,3.75304538666169
CNTRL,BRCA,17,22,15,1,0,0,1,0,0,0,0,3.74048109845386
DSCAML1,BRCA,17,22,14,1,0,1,1,0,0,0,0,3.74048109845386
SHROOM2,BRCA,17,22,17,0,0,0,0,0,0,0,0,3.74048109845386
AK9,BRCA,23,27,18,2,1,1,0,1,0,0,0,3.7307588443215
FBN1,BRCA,23,27,22,0,1,0,0,0,0,0,0,3.7307588443215
KIAA1210,BRCA,23,27,21,1,1,0,0,0,0,0,0,3.7307588443215
KMT2A,BRCA,23,27,12,5,5,1,0,0,0,0,0,3.7307588443215
MEGF8,BRCA,23,27,18,1,3,0,1,0,0,0,0,3.7307588443215
CENPE,BRCA,28,31,25,0,3,0,0,0,0,0,0,3.72807752605645
CHD4,BRCA,28,31,23,1,3,1,0,0,0,0,0,3.72807752605645
FLG2,BRCA,28,31,24,1,3,0,0,0,0,0,0,3.72807752605645
FMN2,BRCA,28,31,24,2,2,0,0,0,0,0,0,3.72807752605645
PCDH15,BRCA,28,31,22,2,2,0,0,1,0,0,1,3.72807752605645
FAM186A,BRCA,16,21,14,1,1,0,0,0,0,0,0,3.71859251407378
MYH15,BRCA,16,21,14,1,1,0,0,0,0,0,0,3.71859251407378
HYDIN,BRCA,32,34,26,1,3,1,0,1,0,0,0,3.71503928405814
ITPR3,BRCA,22,26,17,3,1,1,0,0,0,0,0,3.70558407337081
MKI67,BRCA,22,26,19,1,1,0,1,0,0,0,0,3.70558407337081
VPS13A,BRCA,22,26,18,3,1,0,0,0,0,0,0,3.70558407337081
NIPBL,BRCA,27,30,17,2,5,0,0,3,0,0,0,3.70244945575023
CCDC88A,BRCA,15,20,10,3,1,1,0,0,0,0,0,3.69678496298637
GOLGA4,BRCA,15,20,11,2,2,0,0,0,0,0,0,3.69678496298637
MYH11,BRCA,15,20,12,2,0,1,0,0,0,0,0,3.69678496298637
STAG1,BRCA,15,20,12,0,1,2,0,0,0,0,0,3.69678496298637
FAT1,BRCA,31,33,26,3,2,0,0,0,0,0,0,3.68933176749648
MYH9,BRCA,31,33,23,3,2,1,1,0,0,0,1,3.68933176749648
BOD1L1,BRCA,21,25,17,2,2,0,0,0,0,0,0,3.67981244447419
CACNA1C,BRCA,21,25,17,3,0,1,0,0,0,0,0,3.67981244447419
DCHS2,BRCA,26,29,22,3,1,0,0,0,0,0,0,3.67612573515867
GPR112,BRCA,26,29,22,2,1,0,0,1,0,0,0,3.67612573515867
SCN10A,BRCA,26,29,22,2,2,0,0,0,0,0,0,3.67612573515867
TET1,BRCA,14,19,13,0,1,0,0,0,0,0,0,3.67521098721014
WDR96,BRCA,14,19,9,3,2,0,0,0,0,0,0,3.67521098721014
PIK3R1,BRCA,30,32,9,1,1,1,11,0,0,0,7,3.66291968478416
APOBR,BRCA,13,18,11,1,0,0,0,1,0,0,0,3.65407937946728
CAMSAP1,BRCA,13,18,12,0,0,0,1,0,0,0,0,3.65407937946728
ZC3H13,BRCA,13,18,9,2,1,0,0,1,0,0,0,3.65407937946728
C2orf16,BRCA,20,24,18,0,1,0,1,0,0,0,0,3.65342692526811
DCHS1,BRCA,20,24,18,1,0,1,0,0,0,0,0,3.65342692526811
TRPM6,BRCA,20,24,16,2,2,0,0,0,0,0,0,3.65342692526811
FRAS1,BRCA,25,28,20,3,2,0,0,0,0,0,0,3.64906812258406
PKHD1,BRCA,25,28,19,1,2,2,0,1,0,0,0,3.64906812258406
DNAH3,BRCA,29,31,25,3,0,1,0,0,0,0,0,3.63576271832851
LRP1,BRCA,29,31,24,1,3,0,0,1,0,0,0,3.63576271832851
MED12,BRCA,29,31,19,3,4,0,1,1,0,0,1,3.63576271832851
SVEP1,BRCA,29,31,25,1,2,0,1,0,0,0,0,3.63576271832851
ARFGEF1,BRCA,19,23,16,1,2,0,0,0,0,0,0,3.62641275219694
CHD9,BRCA,19,23,15,3,0,0,1,0,0,0,0,3.62641275219694
IGSF10,BRCA,19,23,16,0,2,0,0,1,0,0,0,3.62641275219694
RANBP2,BRCA,24,27,19,3,2,0,0,0,0,0,0,3.62123530297673
VPS13D,BRCA,24,27,20,0,2,2,0,0,0,0,0,3.62123530297673
TBX3,BRCA,36,36,11,7,3,3,3,9,0,0,0,3.61091791264422
MYO18B,BRCA,28,30,23,4,0,1,0,0,0,0,0,3.60781696069979
PTPRD,BRCA,28,30,23,1,4,0,0,0,0,0,0,3.60781696069979
SRCAP,BRCA,28,30,21,4,2,0,0,1,0,0,0,3.60781696069979
TPR,BRCA,28,30,25,2,0,1,0,0,0,0,0,3.60781696069979
FCGBP,BRCA,32,33,27,3,1,1,0,0,0,0,0,3.60577342276231
MYH4,BRCA,18,22,13,3,1,0,1,0,0,0,0,3.59875875231454
NBEAL1,BRCA,18,22,14,2,2,0,0,0,0,0,0,3.59875875231454
SVIL,BRCA,18,22,14,2,1,1,0,0,0,0,0,3.59875875231454
ABCA8,BRCA,23,26,19,2,0,2,0,0,0,0,0,3.59258259082811
COL6A5,BRCA,23,26,20,2,1,0,0,0,0,0,0,3.59258259082811
FAT4,BRCA,23,26,19,2,2,0,0,0,0,0,0,3.59258259082811
HECTD4,BRCA,23,26,16,1,2,1,0,3,0,0,0,3.59258259082811
PKD1L1,BRCA,23,26,21,1,1,0,0,0,0,0,0,3.59258259082811
SCN2A,BRCA,23,26,21,2,0,0,0,0,0,0,0,3.59258259082811
DNAH2,BRCA,27,29,23,2,0,1,0,1,0,0,0,3.57903447389189
MACF1,BRCA,27,29,22,1,3,1,0,0,0,0,0,3.57903447389189
SETD2,BRCA,27,29,16,3,7,0,0,1,0,0,0,3.57903447389189
RYR1,BRCA,31,32,28,1,1,1,0,0,0,0,0,3.5775338351481
ZSCAN5A,BRCA,8,13,6,1,1,0,0,0,0,0,0,3.57048993817136
AKAP13,BRCA,17,21,14,1,2,0,0,0,0,0,0,3.57045923034232
C1orf173,BRCA,17,21,13,1,2,0,0,1,0,0,0,3.57045923034232
FBN2,BRCA,17,21,11,2,0,4,0,0,0,0,0,3.57045923034232
PTPRQ,BRCA,17,21,12,1,4,0,0,0,0,0,0,3.57045923034232
CACNA1A,BRCA,26,28,21,2,2,1,0,0,0,0,0,3.54936277877389
MYO10,BRCA,26,28,20,4,1,0,0,1,0,0,0,3.54936277877389
TG,BRCA,30,31,25,2,1,1,1,0,0,0,0,3.54845344463465
UTRN,BRCA,30,31,23,0,5,2,0,0,0,0,0,3.54845344463465
HEATR1,BRCA,16,20,12,3,1,0,0,0,0,0,0,3.54151668007027
PRDM10,BRCA,16,20,14,2,0,0,0,0,0,0,0,3.54151668007027
PTPN13,BRCA,16,20,12,2,1,1,0,0,0,0,0,3.54151668007027
RASGRF1,BRCA,16,20,10,2,2,1,0,1,0,0,0,3.54151668007027
ANKRD11,BRCA,21,24,16,2,2,0,0,1,0,0,0,3.53261994669522
CHD8,BRCA,21,24,15,3,1,0,0,2,0,0,0,3.53261994669522
HELZ,BRCA,21,24,15,3,2,1,0,0,0,0,0,3.53261994669522
KIAA0947,BRCA,21,24,16,2,1,1,1,0,0,0,0,3.53261994669522
DOCK11,BRCA,25,27,17,4,2,2,0,0,0,0,0,3.5187442610632
EYS,BRCA,25,27,20,5,0,0,0,0,0,0,0,3.5187442610632
PREX2,BRCA,25,27,23,1,1,0,0,0,0,0,0,3.5187442610632
GON4L,BRCA,29,30,24,1,2,2,0,0,0,0,0,3.51848004999533
RP1,BRCA,29,30,23,1,3,0,1,1,0,0,0,3.51848004999533
TNXB,BRCA,15,19,15,0,0,0,0,0,0,0,0,3.51194571483706
DNAH12,BRCA,20,23,18,1,1,0,0,0,0,0,0,3.50120080338194
PLCB4,BRCA,20,23,15,2,0,1,1,1,0,0,0,3.50120080338194
ROS1,BRCA,20,23,15,1,2,2,0,0,0,0,0,3.50120080338194
SDK1,BRCA,20,23,19,1,0,0,0,0,0,0,0,3.50120080338194
USP34,BRCA,28,29,22,1,1,3,0,1,0,0,0,3.48755639534313
RNF213,BRCA,24,26,19,2,3,0,0,0,0,0,0,3.48711547694055
AKAP11,BRCA,14,18,10,0,3,1,0,0,0,0,0,3.48177882998856
CPED1,BRCA,14,18,10,1,2,0,0,1,0,0,0,3.48177882998856
XPO1,BRCA,14,18,11,1,1,1,0,0,0,0,0,3.48177882998856
COL22A1,BRCA,19,22,14,2,1,2,0,0,0,0,0,3.4687426325362
KIF26B,BRCA,19,22,16,2,1,0,0,0,0,0,0,3.4687426325362
LRBA,BRCA,19,22,18,0,1,0,0,0,0,0,0,3.4687426325362
MYH6,BRCA,19,22,15,2,1,0,0,1,0,0,0,3.4687426325362
MYO7A,BRCA,19,22,15,1,2,1,0,0,0,0,0,3.4687426325362
SCN5A,BRCA,19,22,16,1,2,0,0,0,0,0,0,3.4687426325362
AKT1,BRCA,27,28,27,0,0,0,0,0,0,0,0,3.45561949203354
COL12A1,BRCA,27,28,23,2,2,0,0,0,0,0,0,3.45561949203354
NOTCH2,BRCA,27,28,20,4,2,0,0,1,0,0,0,3.45561949203354
RB1,BRCA,27,28,7,4,12,1,0,3,0,0,0,3.45561949203354
USP9X,BRCA,27,28,18,4,3,0,0,2,0,0,0,3.45561949203354
CACNA1B,BRCA,23,25,19,2,0,2,0,0,0,0,0,3.45440633733472
FREM2,BRCA,23,25,23,0,0,0,0,0,0,0,0,3.45440633733472
LCT,BRCA,23,25,19,3,1,0,0,0,0,0,0,3.45440633733472
PCNT,BRCA,23,25,22,0,0,0,0,1,0,0,0,3.45440633733472
THSD7B,BRCA,23,25,19,1,3,0,0,0,0,0,0,3.45440633733472
WDFY3,BRCA,23,25,15,5,0,2,0,1,0,0,0,3.45440633733472
ZFHX3,BRCA,23,25,12,5,5,0,0,1,0,0,0,3.45440633733472
CELSR2,BRCA,13,17,10,0,2,0,0,1,0,0,0,3.45107496949688
CLTC,BRCA,13,17,9,2,2,0,0,0,0,0,0,3.45107496949688
DMBT1,BRCA,13,17,11,2,0,0,0,0,0,0,0,3.45107496949688
LRPPRC,BRCA,13,17,11,1,1,0,0,0,0,0,0,3.45107496949688
WHSC1L1,BRCA,13,17,9,1,3,0,0,0,0,0,0,3.45107496949688
CFTR,BRCA,18,21,15,0,2,0,1,0,0,0,0,3.43517880902751
DISP1,BRCA,18,21,13,2,3,0,0,0,0,0,0,3.43517880902751
KIAA1549L,BRCA,18,21,18,0,0,0,0,0,0,0,0,3.43517880902751
MYH7B,BRCA,18,21,17,0,0,1,0,0,0,0,0,3.43517880902751
PRRC2B,BRCA,18,21,15,1,0,0,1,1,0,0,0,3.43517880902751
SCN1A,BRCA,18,21,16,1,0,1,0,0,0,0,0,3.43517880902751
STAB2,BRCA,18,21,11,3,2,2,0,0,0,0,0,3.43517880902751
PDZD2,BRCA,26,27,22,2,0,2,0,0,0,0,0,3.42259982238911
TLN1,BRCA,26,27,21,2,3,0,0,0,0,0,0,3.42259982238911
BRWD1,BRCA,22,24,16,1,3,1,0,1,0,0,0,3.42053914464998
CENPF,BRCA,22,24,17,2,1,1,1,0,0,0,0,3.42053914464998
CNTNAP5,BRCA,22,24,21,1,0,0,0,0,0,0,0,3.42053914464998
DMXL1,BRCA,22,24,13,4,4,1,0,0,0,0,0,3.42053914464998
MYH7,BRCA,22,24,17,2,3,0,0,0,0,0,0,3.42053914464998
MYH8,BRCA,22,24,20,2,0,0,0,0,0,0,0,3.42053914464998
MYO16,BRCA,22,24,18,2,1,0,1,0,0,0,0,3.42053914464998
OTOGL,BRCA,22,24,20,0,1,1,0,0,0,0,0,3.42053914464998
REV3L,BRCA,22,24,18,2,2,0,0,0,0,0,0,3.42053914464998
SPHKAP,BRCA,22,24,19,1,1,1,0,0,0,0,0,3.42053914464998
TAF1L,BRCA,22,24,19,1,1,0,0,1,0,0,0,3.42053914464998
ABCA4,BRCA,12,16,11,1,0,0,0,0,0,0,0,3.41993247661538
CACNA1G,BRCA,12,16,10,1,1,0,0,0,0,0,0,3.41993247661538
ARHGEF11,BRCA,17,20,14,2,0,1,0,0,0,0,0,3.40043736223078
CAMSAP2,BRCA,17,20,14,3,0,0,0,0,0,0,0,3.40043736223078
CR1,BRCA,17,20,16,0,0,1,0,0,0,0,0,3.40043736223078
HIVEP3,BRCA,17,20,16,1,0,0,0,0,0,0,0,3.40043736223078
ADAM12,BRCA,11,15,9,1,0,0,1,0,0,0,0,3.38850906789273
CLIP1,BRCA,11,15,8,2,1,0,0,0,0,0,0,3.38850906789273
DOPEY2,BRCA,11,15,7,2,2,0,0,0,0,0,0,3.38850906789273
KIF1A,BRCA,11,15,8,1,1,1,0,0,0,0,0,3.38850906789273
PKDREJ,BRCA,11,15,10,0,1,0,0,0,0,0,0,3.38850906789273
FLNC,BRCA,25,26,22,2,1,0,0,0,0,0,0,3.38842039954234
TAF1,BRCA,25,26,21,0,3,0,1,0,0,0,0,3.38842039954234
UBR5,BRCA,25,26,23,1,1,0,0,0,0,0,0,3.38842039954234
FLNA,BRCA,21,23,19,2,0,0,0,0,0,0,0,3.38542744891625
LAMA3,BRCA,21,23,15,2,2,2,0,0,0,0,0,3.38542744891625
MGA,BRCA,21,23,17,0,4,0,0,0,0,0,0,3.38542744891625
TENM2,BRCA,21,23,17,2,1,1,0,0,0,0,0,3.38542744891625
ZNF462,BRCA,21,23,17,3,1,0,0,0,0,0,0,3.38542744891625
ASXL3,BRCA,28,28,25,2,1,0,0,0,0,0,0,3.36729582998647
NIN,BRCA,16,19,9,2,3,1,0,1,0,0,0,3.36444084606676
SPTAN1,BRCA,16,19,13,2,1,0,0,0,0,0,0,3.36444084606676
ASXL1,BRCA,10,14,8,1,1,0,0,0,0,0,0,3.35705338191772
CARNS1,BRCA,10,14,9,1,0,0,0,0,0,0,0,3.35705338191772
DSC2,BRCA,10,14,8,1,1,0,0,0,0,0,0,3.35705338191772
KIAA1377,BRCA,10,14,10,0,0,0,0,0,0,0,0,3.35705338191772
MEI1,BRCA,10,14,8,1,1,0,0,0,0,0,0,3.35705338191772
MYOCD,BRCA,10,14,7,0,1,2,0,0,0,0,0,3.35705338191772
OGT,BRCA,10,14,8,1,0,0,1,0,0,0,0,3.35705338191772
PSME4,BRCA,10,14,7,2,1,0,0,0,0,0,0,3.35705338191772
SRBD1,BRCA,10,14,7,3,0,0,0,0,0,0,0,3.35705338191772
AHNAK2,BRCA,24,25,21,2,1,0,0,0,0,0,0,3.35299565090438
HRNR,BRCA,24,25,20,0,4,0,0,0,0,0,0,3.35299565090438
LAMA2,BRCA,24,25,21,2,1,0,0,0,0,0,0,3.35299565090438
ADAMTS20,BRCA,20,22,19,1,0,0,0,0,0,0,0,3.34897468149577
BRWD3,BRCA,20,22,16,2,2,0,0,0,0,0,0,3.34897468149577
ERBB3,BRCA,20,22,20,0,0,0,0,0,0,0,0,3.34897468149577
MGAM,BRCA,20,22,19,1,0,0,0,0,0,0,0,3.34897468149577
NBEA,BRCA,20,22,15,2,1,0,1,1,0,0,0,3.34897468149577
RPGR,BRCA,20,22,17,1,0,1,1,0,0,0,0,3.34897468149577
BRCA1,BRCA,27,27,13,3,6,2,2,1,0,0,0,3.3322045101752
ABCB11,BRCA,15,18,10,1,4,0,0,0,0,0,0,3.32710646668774
HIVEP2,BRCA,15,18,10,3,1,0,0,1,0,0,0,3.32710646668774
KIAA0430,BRCA,15,18,14,1,0,0,0,0,0,0,0,3.32710646668774
MYH10,BRCA,15,18,14,1,0,0,0,0,0,0,0,3.32710646668774
MYO18A,BRCA,15,18,13,2,0,0,0,0,0,0,0,3.32710646668774
ALS2CR11,BRCA,9,13,6,1,2,0,0,0,0,0,0,3.32595624543584
ERBB2IP,BRCA,9,13,6,1,1,1,0,0,0,0,0,3.32595624543584
SLC15A1,BRCA,9,13,8,1,0,0,0,0,0,0,0,3.32595624543584
CHD6,BRCA,23,24,16,1,4,1,1,0,0,0,0,3.31623008384133
DNAH1,BRCA,23,24,20,2,0,1,0,0,0,0,0,3.31623008384133
FLNB,BRCA,23,24,14,6,0,0,1,1,0,0,1,3.31623008384133
ATP2B1,BRCA,19,21,14,2,3,0,0,0,0,0,0,3.31107251287546
CDH23,BRCA,19,21,15,3,0,0,0,0,1,0,0,3.31107251287546
FBN3,BRCA,19,21,17,2,0,0,0,0,0,0,0,3.31107251287546
